STF1_SCID,STF1_FIFO,CCSDS_PKT_VER,CCSDS_PKT_TYP,CCSDS_SEC_FLG,CCSDS_APID,CCSDS_SEQ_FLAGS,CCSDS_SEQ_COUNT,CCSDS_LENGTH,CCSDS_SECONDS,CCSDS_SUBSECS,CMD_COUNT,CMD_ERROR_COUNT,TEMP_0,TEMP_1,MAG_0,MAG_1,MAG_2,GYRO_0,GYRO_1,GYRO_2,GYRO_TEMP,
35, 41, 000, 0, 1, 0078, 11, 011313, 000039, 0001605644, 039767, 0000, 0000, 000015, 000021,    -265.38,    -102.46,     103.08,     -12.35,      20.05,       2.25,       3.06, 
35, 41, 000, 0, 1, 0078, 11, 011319, 000039, 0001605704, 039808, 0000, 0000, 000017, 000023,      -0.00,    -138.46,     252.31,     -12.33,      20.05,       2.24,       3.25, 
35, 41, 000, 0, 1, 0078, 11, 011320, 000039, 0001622098, 039808, 0000, 0000, 000017, 000023,     113.85,    -104.62,     142.31,     -12.38,    5135.82,       2.26,       3.26, 
35, 41, 000, 0, 1, 0078, 11, 011291, 000039, 2685960422, 039808, 0000, 0000, 000018, 000024,      73.23,    -112.31,    -114.62,     -12.27,      20.10,       2.26,       3.35, 
35, 41, 000, 0, 1, 0078, 11, 011333, 000037, 0001605844, 039808, 0004, 0000, 000022, 000028,     -23.08,    -160.00,    -106.92,     -12.40,      20.05,       2.26,       0.00, 
35, 43, 000, 0, 1, 0078, 11, 011356, 000039, 0001606074, 039533, 0000, 0000, 001054, 003108,    -240.77,    -175.38,     248.46,     -12.38,      20.01,       2.24,       4.59, 
35, 41, 000, 0, 1, 0078, 11, 011357, 000039, 0001622468, 047971, 0000, 0000, 000031, 000037,      87.69,      -8.17,     369.23,     -12.40,      19.98,       2.29,       4.68, 
35, 41, 000, 0, 1, 0078, 11, 011380, 000039, 0001082026, 039628, 0128, 0000, 000041, 016431,     432.31,     -44.62,      -2.31,      -0.00,      19.97,       2.25,       5.71, 
35, 49, 000, 0, 1, 0078, 11, 011398, 004135, 0001606494, 039533, 0000, 0000, 000049, 000055,    -305.38,       3.85,    -270.77,     -12.37,      19.97,       2.29,       6.55, 
35, 41, 000, 0, 1, 0078, 11, 011424, 000039, 0001672290, 047852, 0000, 0000, 000062, 000068,     263.85,     307.69,    -232.92,      -3.14,      19.90,       2.28,       7.81, 
35, 41, 000, 0, 1, 0078, 11, 011426, 000039, 0001606774, 039673, 0000, 0000, 000063, 000069,    -512.31,     201.54,       0.00,     -12.38,      19.91,       2.25,       7.89, 
35, 41, 000, 0, 1, 0078, 11, 011451, 000038, 0001607024, 039628, 0000, 0004, 000076, 000082,     226.15,     409.23,    -158.46,     -13.53,      19.84,       2.27,       0.00, 
35, 41, 000, 0, 1, 0078, 11, 011457, 000039, 0001607084, 039767, 0000, 0000, 000079, 000085,     -10.77,     387.63,    -242.31,     -12.54,       4.96,       2.26,       9.49, 
35, 41, 000, 0, 1, 0078, 11, 011458, 000039, 0001607094, 039660, 0000, 0000, 000080, 000086,    -371.54,     167.69,     -76.15,     -12.51,      19.81,       2.27,       9.52, 
35, 41, 000, 0, 1, 0078, 11, 011459, 000039, 0001607104, 039767, 0000, 0000, 000080, 000086,    -357.69,     335.38,     275.38,     -12.40,      19.84,       2.26,       8.58, 
