STF1_SCID,STF1_FIFO,CCSDS_PKT_VER,CCSDS_PKT_TYP,CCSDS_SEC_FLG,CCSDS_APID,CCSDS_SEQ_FLAGS,CCSDS_SEQ_COUNT,CCSDS_LENGTH,CCSDS_SECONDS,CCSDS_SUBSECS,CMD_COUNT,CMD_ERROR_COUNT,TEMP_0,TEMP_1,MAG_0,MAG_1,MAG_2,GYRO_0,GYRO_1,GYRO_2,GYRO_TEMP,
35, 41, 000, 0, 1, 0078, 11, 004538, 000039, 0001701731, 040644, 0000, 0000, 000359, 000365,    -304.62,     -82.31,     176.92,     -23.25,      -4.10,     -22.40,      37.52, 
35, 41, 000, 0, 1, 0078, 11, 004539, 000039, 0001701741, 040644, 0000, 0000, 000359, 000365,    -186.15,    -162.31,     -72.31,       0.05,     -21.90,     -20.75,      37.49, 
35, 41, 000, 0, 1, 0078, 11, 004540, 000039, 0001701751, 040507, 0000, 0000, 000359, 000365,      47.69,    -136.15,     298.46,     -29.84,     -24.83,     -21.48,      37.48, 
35, 41, 000, 0, 1, 0078, 11, 004541, 000039, 0001701761, 040507, 0000, 0000, 000359, 000365,     119.23,     -70.00,    -174.62,     -10.19,      -2.84,     -21.84,      37.49, 
35, 41, 000, 0, 1, 0078, 11, 004542, 000039, 0001701771, 040588, 0000, 0000, 000359, 000365,      93.08,      53.85,     370.77,      -8.29,     -31.51,     -21.55,      37.47, 
35, 41, 000, 0, 1, 0078, 11, 004543, 000039, 0001701781, 040394, 0000, 0000, 000359, 000365,      98.46,      63.08,    -212.31,     -30.66,     -12.63,     -21.92,      37.46, 
35, 41, 000, 0, 1, 0078, 11, 004544, 000039, 0001701791, 040394, 0000, 0000, 000359, 000365,      86.15,      47.69,     362.31,      -0.70,     -11.08,     -20.73,      37.46, 
35, 41, 000, 0, 1, 0078, 11, 004545, 000039, 0001701801, 040694, 0000, 0000, 000359, 000364,     148.46,     130.77,    -180.00,     -21.39,     -32.15,     -21.66,      37.44, 
35, 41, 000, 0, 1, 0078, 11, 004546, 000039, 0001701811, 040610, 0000, 0000, 000359, 000364,     153.08,     229.23,     293.08,     -21.74,      -3.35,     -22.42,      37.45, 
35, 41, 000, 0, 1, 0078, 11, 004547, 000039, 0001701821, 040507, 0000, 0000, 000359, 000364,      40.00,     348.46,     -86.92,      -0.47,     -23.41,     -20.84,      37.43, 
35, 41, 000, 0, 1, 0078, 11, 004548, 000039, 0001701831, 040526, 0000, 0000, 000359, 000364,    -170.00,     341.54,     176.92,     -30.47,     -23.41,     -21.46,      37.42, 
35, 41, 000, 0, 1, 0078, 11, 004549, 000039, 0001701841, 040507, 0000, 0000, 000358, 000364,    -303.08,     210.00,      36.15,      -8.65,      -3.45,     -21.68,      37.42, 
35, 41, 000, 0, 1, 0078, 11, 004550, 000039, 0001701851, 040588, 0000, 0000, 000358, 000364,    -320.00,     -27.69,      39.23,      -9.87,     -32.21,     -21.60,      37.40, 
35, 41, 000, 0, 1, 0078, 11, 004551, 000039, 0001701861, 040394, 0000, 0000, 000358, 000364,    -201.54,    -154.62,     168.46,     -29.99,     -11.05,     -21.98,      37.40, 
35, 41, 000, 0, 1, 0078, 11, 004552, 000039, 0001701871, 040394, 0000, 0000, 000358, 000364,      41.54,    -157.69,     -90.00,      -0.03,     -12.66,     -20.65,      37.38, 
35, 41, 000, 0, 1, 0078, 11, 004553, 000039, 0001701881, 040394, 0000, 0000, 000358, 000364,     107.69,     -86.92,     275.38,     -23.08,     -31.41,     -21.61,      37.38, 
35, 41, 000, 0, 1, 0078, 11, 004554, 000039, 0001701891, 040588, 0000, 0000, 000358, 000364,     129.23,      86.92,    -172.31,     -19.94,      -2.73,     -22.42,      37.37, 
35, 41, 000, 0, 1, 0078, 11, 004555, 000039, 0001701901, 040644, 0000, 0000, 000358, 000364,     114.62,      73.85,     332.31,      -1.28,     -25.00,     -20.91,      37.37, 
35, 41, 000, 0, 1, 0078, 11, 004556, 000039, 0001701911, 040507, 0000, 0000, 000358, 000364,      30.77,      90.77,    -202.31,     -31.03,     -21.71,     -21.46,      37.35, 
35, 41, 000, 0, 1, 0078, 11, 004557, 000039, 0001701921, 040394, 0000, 0000, 000358, 000363,     129.23,     142.31,     316.15,      -6.87,      -4.33,     -21.49,      37.35, 
35, 41, 000, 0, 1, 0078, 11, 004558, 000039, 0001701931, 040615, 0000, 0000, 000358, 000363,     134.62,     155.38,    -161.54,     -11.90,     -32.78,     -21.64,      37.33, 
35, 41, 000, 0, 1, 0078, 11, 004559, 000039, 0001701941, 040610, 0000, 0000, 000358, 000363,      -2.31,     318.46,     237.69,     -28.95,      -9.31,     -22.15,      37.34, 
35, 41, 000, 0, 1, 0078, 11, 004560, 000039, 0001701951, 040507, 0000, 0000, 000358, 000363,     -46.92,     335.38,     -66.15,       0.47,     -14.55,     -20.56,      37.34, 
35, 41, 000, 0, 1, 0078, 11, 004561, 000039, 0001701961, 040588, 0000, 0000, 000358, 000363,    -306.92,     175.38,     128.46,     -24.84,     -30.36,     -21.57,      37.34, 
35, 41, 000, 0, 1, 0078, 11, 004562, 000039, 0001701971, 040644, 0000, 0000, 000358, 000363,    -315.38,      98.46,      48.46,     -17.86,      -2.25,     -22.34,      37.33, 
35, 41, 000, 0, 1, 0078, 11, 004563, 000039, 0001701981, 040507, 0000, 0000, 000358, 000363,    -140.77,    -162.31,      -5.38,      -2.49,     -26.81,     -21.00,      37.30, 
35, 41, 000, 0, 1, 0078, 11, 004564, 000039, 0001701991, 040526, 0000, 0000, 000358, 000363,    -106.92,    -167.69,     174.62,     -31.45,     -19.59,     -21.55,      37.32, 
35, 41, 000, 0, 1, 0078, 11, 004565, 000039, 0001702001, 040394, 0000, 0000, 000358, 000363,     166.92,     -24.62,    -105.38,      -5.01,      -5.60,     -21.24,      37.30, 
35, 41, 000, 0, 1, 0078, 11, 004566, 000039, 0001702011, 040394, 0000, 0000, 000357, 000363,     136.92,     -50.77,     261.54,     -14.24,     -33.14,     -21.68,      37.28, 
35, 41, 000, 0, 1, 0078, 11, 004567, 000039, 0001702021, 040479, 0000, 0000, 000358, 000363,      37.69,     155.38,    -176.92,     -27.58,      -7.51,     -22.23,      37.29, 
35, 41, 000, 0, 1, 0078, 11, 004568, 000039, 0001702031, 040497, 0000, 0000, 000357, 000363,     153.08,     103.85,     297.69,       0.72,     -16.72,     -20.52,      37.28, 
35, 41, 000, 0, 1, 0078, 11, 004569, 000039, 0001702041, 040526, 0000, 0000, 000357, 000363,      12.31,      44.62,    -183.08,     -26.66,     -28.89,     -21.50,      37.27, 
35, 41, 000, 0, 1, 0078, 11, 004570, 000039, 0001702051, 040526, 0000, 0000, 000357, 000363,     111.54,     248.46,     264.62,     -15.34,      -2.04,     -22.14,      37.27, 
35, 41, 000, 0, 1, 0078, 11, 004571, 000039, 0001702061, 040588, 0000, 0000, 000357, 000363,     143.08,     190.00,    -128.46,      -4.08,     -28.60,     -21.20,      37.26, 
35, 41, 000, 0, 1, 0078, 11, 004572, 000039, 0001702071, 040394, 0000, 0000, 000357, 000363,    -160.00,     306.92,     174.62,     -31.50,     -17.23,     -21.60,      37.26, 
35, 41, 000, 0, 1, 0078, 11, 004573, 000039, 0001702081, 040394, 0000, 0000, 000357, 000363,    -126.15,     320.00,     -30.77,      -3.23,      -7.23,     -21.00,      37.26, 
35, 41, 000, 0, 1, 0078, 11, 004574, 000039, 0001702091, 040610, 0000, 0000, 000357, 000363,    -301.54,      -3.85,      60.77,     -16.74,     -33.14,     -21.69,      37.24, 
35, 41, 000, 0, 1, 0078, 11, 004575, 000039, 0001702101, 040884, 0000, 0000, 000357, 000363,    -301.54,      10.77,      84.62,     -25.73,      -5.76,     -22.25,      37.24, 
35, 41, 000, 0, 1, 0078, 11, 004576, 000039, 0001702111, 040507, 0000, 0000, 000357, 000363,      40.77,    -150.00,     -46.92,       0.63,     -19.27,     -20.58,      37.23, 
35, 41, 000, 0, 1, 0078, 11, 004577, 000039, 0001702121, 040507, 0000, 0000, 000357, 000363,     -36.92,    -161.54,     191.54,     -28.46,     -26.92,     -21.40,      37.24, 
35, 41, 000, 0, 1, 0078, 11, 004578, 000039, 0001702131, 040507, 0000, 0000, 000357, 000363,     153.08,     112.31,    -143.85,     -12.57,      -2.26,     -21.97,      37.23, 
