===== MAG =====,,,,,,,,,,,,,
Time (UTC), geodetic latitude (degrees), geodetic longitude (degrees), alt (km above WGS-84 ellipsoid), magnetic declination (degrees), inclination (degrees), total intensity (nT), horizontal (nT), north (nT), east (nT), vertical (nT), magnetic latitude (degrees), magnetic longitude (degrees), magnetic local time (hours)
2/26/2019 0:00,73.71,138.27,511.69,-11.66,82.83,47191.6,5890.5,5768.8,-1191,46822.5,69.45,-154.41,8.5
2/26/2019 0:00,72.8,139.2,511.72,-11.74,82.21,47153.1,6391.3,6257.7,-1300.1,46717.9,68.56,-153.18,8.59
2/26/2019 0:00,71.89,140.02,511.74,-11.74,81.58,47098.9,6898.3,6754,-1403.9,46591,67.67,-152.04,8.67
2/26/2019 0:00,70.98,140.76,511.76,-11.7,80.93,47028.8,7410.4,7256.4,-1502.6,46441.3,66.77,-150.99,8.74
2/26/2019 0:01,70.07,141.44,511.77,-11.62,80.28,46942.4,7926.3,7763.9,-1596.3,46268.4,65.86,-150.03,8.81
2/26/2019 0:01,69.15,142.05,511.78,-11.51,79.61,46839.6,8445,8275.2,-1685.2,46072,64.94,-149.13,8.87
2/26/2019 0:01,68.23,142.6,511.79,-11.38,78.94,46720.2,8965.5,8789.2,-1769.4,45851.9,64.02,-148.31,8.93
2/26/2019 0:01,67.3,143.11,511.79,-11.24,78.25,46584.1,9486.7,9304.8,-1848.7,45608,63.1,-147.55,8.99
2/26/2019 0:02,66.38,143.58,511.79,-11.08,77.55,46431.4,10007.6,9821,-1923.4,45340.1,62.17,-146.84,9.04
2/26/2019 0:02,65.45,144,511.78,-10.91,76.85,46262.1,10527.3,10336.8,-1993.3,45048.4,61.24,-146.18,9.08
2/26/2019 0:02,64.52,144.4,511.77,-10.74,76.13,46076.2,11044.8,10851.3,-2058.5,44732.9,60.3,-145.57,9.13
2/26/2019 0:02,63.59,144.76,511.76,-10.56,75.41,45874.1,11559.4,11363.6,-2118.9,44393.8,59.37,-145,9.17
2/26/2019 0:03,62.66,145.1,511.74,-10.38,74.67,45655.9,12070.3,11872.8,-2174.5,44031.5,58.43,-144.48,9.21
2/26/2019 0:03,61.73,145.41,511.72,-10.19,73.93,45422,12576.5,12378.1,-2225.3,43646.2,57.49,-143.99,9.25
2/26/2019 0:03,60.79,145.7,511.7,-10,73.17,45172.8,13077.4,12878.7,-2271.1,43238.4,56.55,-143.53,9.28
2/26/2019 0:03,59.86,145.97,511.67,-9.81,72.41,44908.6,13572.4,13374,-2311.9,42808.5,55.61,-143.1,9.31
2/26/2019 0:04,58.92,146.23,511.65,-9.61,71.64,44629.8,14060.8,13863.4,-2347.7,42357,54.67,-142.71,9.35
2/26/2019 0:04,57.99,146.46,511.62,-9.41,70.85,44337.1,14542,14346.2,-2378.4,41884.5,53.74,-142.34,9.37
2/26/2019 0:04,57.05,146.68,511.59,-9.21,70.06,44031,15015.5,14821.9,-2403.9,41391.5,52.8,-142,9.4
2/26/2019 0:04,56.11,146.89,511.55,-9.01,69.26,43711.9,15481,15290,-2424.2,40878.7,51.86,-141.68,9.43
2/26/2019 0:05,55.17,147.08,511.52,-8.8,68.44,43380.6,15937.9,15750.1,-2439.2,40346.7,50.93,-141.38,9.45
2/26/2019 0:05,54.23,147.27,511.48,-8.59,67.62,43037.6,16385.9,16201.9,-2448.9,39796.2,50,-141.1,9.47
2/26/2019 0:05,53.29,147.44,511.45,-8.38,66.79,42683.6,16824.8,16645,-2453.1,39227.8,49.07,-140.85,9.49
2/26/2019 0:05,52.35,147.6,511.41,-8.17,65.94,42319.4,17254.2,17079.1,-2452,38642.2,48.14,-140.61,9.51
2/26/2019 0:06,51.41,147.75,511.37,-7.95,65.08,41945.5,17674.1,17504.1,-2445.4,38040.1,47.21,-140.39,9.53
2/26/2019 0:06,50.47,147.89,511.33,-7.73,64.21,41562.7,18084.2,17919.8,-2433.3,37422.2,46.29,-140.18,9.55
2/26/2019 0:06,49.53,148.03,511.3,-7.51,63.32,41171.8,18484.5,18326,-2415.8,36789.1,45.37,-139.99,9.57
2/26/2019 0:06,48.59,148.16,511.26,-7.28,62.42,40773.4,18874.9,18722.7,-2392.8,36141.5,44.46,-139.82,9.58
2/26/2019 0:07,47.64,148.28,511.22,-7.05,61.51,40368.4,19255.4,19109.7,-2364.3,35480,43.55,-139.65,9.6
2/26/2019 0:07,46.7,148.39,511.19,-6.82,60.58,39957.4,19626,19487.1,-2330.5,34805.4,42.64,-139.5,9.61
2/26/2019 0:07,45.76,148.5,511.15,-6.58,59.64,39541.3,19986.6,19854.9,-2291.2,34118.1,41.73,-139.36,9.63
2/26/2019 0:07,44.81,148.6,511.12,-6.34,58.68,39120.8,20337.5,20213.1,-2246.7,33418.8,40.83,-139.24,9.64
2/26/2019 0:08,43.87,148.7,511.09,-6.1,57.7,38696.7,20678.7,20561.7,-2196.9,32708.1,39.94,-139.12,9.65
2/26/2019 0:08,42.92,148.79,511.06,-5.85,56.7,38269.7,21010.3,20900.9,-2141.9,31986.5,39.05,-139.01,9.66
2/26/2019 0:08,41.98,148.88,511.03,-5.6,55.68,37840.8,21332.5,21230.7,-2081.9,31254.6,38.17,-138.91,9.67
2/26/2019 0:08,41.03,148.96,511,-5.35,54.65,37410.7,21645.5,21551.3,-2017,30512.8,37.29,-138.82,9.68
2/26/2019 0:09,40.09,149.04,510.98,-5.09,53.59,36980.1,21949.3,21862.7,-1947.3,29761.7,36.41,-138.74,9.69
2/26/2019 0:09,39.14,149.12,510.96,-4.83,52.51,36549.9,22244.2,22165.2,-1873,29001.6,35.55,-138.66,9.7
2/26/2019 0:09,38.19,149.19,510.94,-4.57,51.41,36121,22530.4,22458.9,-1794.1,28233.1,34.69,-138.59,9.71
2/26/2019 0:09,37.25,149.26,510.93,-4.3,50.28,35694.1,22808.1,22743.9,-1711,27456.5,33.83,-138.52,9.72
2/26/2019 0:10,36.3,149.32,510.92,-4.03,49.13,35270.1,23077.6,23020.4,-1623.7,26672.2,32.98,-138.46,9.73
2/26/2019 0:10,35.35,149.39,510.92,-3.76,47.96,34849.9,23339,23288.6,-1532.5,25880.6,32.15,-138.41,9.74
2/26/2019 0:10,34.41,149.44,510.91,-3.49,46.75,34434.2,23592.6,23548.8,-1437.6,25081.9,31.31,-138.35,9.74
2/26/2019 0:10,33.46,149.5,510.92,-3.22,45.52,34024,23838.6,23801,-1339.1,24276.6,30.49,-138.31,9.75
2/26/2019 0:11,32.51,149.55,510.92,-2.95,44.26,33620.1,24077.2,24045.4,-1237.4,23464.8,29.68,-138.26,9.76
2/26/2019 0:11,31.56,149.61,510.93,-2.67,42.97,33223.4,24308.7,24282.3,-1132.7,22646.8,28.87,-138.22,9.76
2/26/2019 0:11,30.62,149.65,510.95,-2.39,41.65,32834.8,24533.3,24511.9,-1025.2,21822.9,28.08,-138.18,9.77
2/26/2019 0:11,29.67,149.7,510.97,-2.12,40.3,32455.1,24751.2,24734.3,-915.2,20993.1,27.3,-138.14,9.78
2/26/2019 0:12,28.72,149.75,511,-1.84,38.92,32085.4,24962.7,24949.7,-802.8,20157.8,26.53,-138.1,9.79
2/26/2019 0:12,27.77,149.79,511.03,-1.57,37.51,31726.4,25167.8,25158.4,-688.5,19316.9,25.77,-138.06,9.79
2/26/2019 0:12,26.82,149.83,511.07,-1.29,36.06,31379,25366.9,25360.4,-572.4,18470.7,25.03,-138.03,9.8
2/26/2019 0:12,25.87,149.87,511.12,-1.02,34.58,31044.3,25560,25556,-454.8,17619.1,24.31,-137.99,9.8
2/26/2019 0:13,24.92,149.91,511.17,-0.75,33.07,30723,25747.4,25745.3,-336,16762.3,23.6,-137.95,9.81
2/26/2019 0:13,23.97,149.94,511.23,-0.48,31.52,30416.2,25929.2,25928.3,-216.2,15900.2,22.9,-137.92,9.82
2/26/2019 0:13,23.03,149.98,511.29,-0.21,29.94,30124.6,26105.5,26105.4,-95.8,15032.9,22.23,-137.88,9.82
2/26/2019 0:13,22.08,150.01,511.36,0.05,28.32,29849.1,26276.4,26276.4,25.1,14160.4,21.58,-137.84,9.83
2/26/2019 0:14,21.13,150.04,511.44,0.32,26.67,29590.6,26442,26441.6,146.2,13282.5,20.95,-137.8,9.84
2/26/2019 0:14,20.18,150.08,511.52,0.58,24.99,29350,26602.3,26600.9,267.2,12399.2,20.35,-137.75,9.85
2/26/2019 0:14,19.23,150.11,511.62,0.83,23.28,29128,26757.2,26754.4,387.8,11510.5,19.77,-137.71,9.85
2/26/2019 0:14,18.28,150.13,511.72,1.08,21.53,28925.5,26906.9,26902.1,507.9,10616.2,19.23,-137.66,9.86
2/26/2019 0:15,17.33,150.16,511.82,1.33,19.76,28743.1,27051.1,27043.8,627.2,9716.3,18.72,-137.61,9.87
2/26/2019 0:15,16.38,150.19,511.94,1.57,17.95,28581.7,27189.8,27179.6,745.4,8810.6,18.24,-137.56,9.88
2/26/2019 0:15,15.43,150.22,512.06,1.81,16.12,28441.8,27322.9,27309.3,862.4,7899,17.8,-137.51,9.88
2/26/2019 0:15,14.48,150.24,512.19,2.04,14.27,28324.1,27450.2,27432.8,978.1,6981.5,17.4,-137.45,9.89
2/26/2019 0:16,13.53,150.27,512.32,2.27,12.39,28229.1,27571.4,27549.8,1092,6057.9,17.04,-137.39,9.9
2/26/2019 0:16,12.58,150.29,512.47,2.49,10.49,28157.3,27686.4,27660.2,1204.3,5128.1,16.73,-137.33,9.91
2/26/2019 0:16,11.62,150.31,512.62,2.71,8.58,28109.1,27794.7,27763.6,1314.5,4192.2,16.46,-137.26,9.92
2/26/2019 0:16,10.67,150.33,512.79,2.92,6.65,28084.8,27896.1,27859.8,1422.7,3250,16.25,-137.19,9.92
2/26/2019 0:17,9.72,150.36,512.95,3.13,4.7,28084.7,27990.3,27948.5,1528.7,2301.5,16.09,-137.12,9.93
2/26/2019 0:17,8.77,150.38,513.13,3.33,2.75,28109,28076.7,28029.2,1632.3,1346.8,15.99,-137.05,9.94
2/26/2019 0:17,7.82,150.4,513.32,3.53,0.79,28157.7,28155.1,28101.6,1733.5,386,    nan,      nan,   nan
2/26/2019 0:17,6.87,150.42,513.51,3.72,-1.18,28230.8,28224.8,28165.3,1832.2,-581,-15.95,-136.89,9.96
2/26/2019 0:18,5.92,150.44,513.71,3.91,-3.14,28328.2,28285.6,28219.8,1928.3,-1553.8,-16.01,-136.81,9.97
2/26/2019 0:18,4.97,150.46,513.92,4.09,-5.11,28449.7,28336.8,28264.6,2021.7,-2532.3,-16.13,-136.72,9.98
2/26/2019 0:18,4.02,150.48,514.14,4.27,-7.06,28595,28378,28299.3,2112.5,-3516.3,-16.31,-136.63,9.99
2/26/2019 0:18,3.07,150.5,514.37,4.44,-9.01,28763.7,28408.7,28323.3,2200.6,-4505.4,-16.54,-136.54,10
2/26/2019 0:19,2.12,150.52,514.6,4.61,-10.95,28955.3,28428.3,28336.3,2286,-5499.3,-16.82,-136.44,10.01
2/26/2019 0:19,1.17,150.54,514.85,4.78,-12.87,29169.3,28436.4,28337.6,2368.6,-6497.4,-17.15,-136.34,10.02
2/26/2019 0:19,0.22,150.56,515.1,4.94,-14.78,29404.9,28432.5,28326.8,2448.6,-7499.5,-17.53,-136.24,10.03
2/26/2019 0:19,-0.73,150.58,515.36,5.1,-16.66,29661.5,28416,28303.6,2525.9,-8504.8,-17.95,-136.14,10.04
2/26/2019 0:20,-1.68,150.6,515.62,5.26,-18.53,29938.2,28386.6,28267.3,2600.6,-9512.9,-18.41,-136.03,10.06
2/26/2019 0:20,-2.63,150.62,515.9,5.41,-20.37,30234.2,28343.8,28217.5,2672.7,-10523,-18.91,-135.92,10.07
2/26/2019 0:20,-3.58,150.64,516.18,5.56,-22.18,30548.5,28287.2,28154,2742.2,-11534.5,-19.45,-135.81,10.08
2/26/2019 0:20,-4.53,150.66,516.47,5.71,-23.97,30880.2,28216.5,28076.3,2809.4,-12546.5,-20.02,-135.69,10.09
2/26/2019 0:21,-5.48,150.68,516.77,5.86,-25.73,31228.2,28131.3,27984.1,2874.1,-13558.4,-20.61,-135.57,10.1
2/26/2019 0:21,-6.43,150.7,517.07,6.01,-27.46,31591.5,28031.4,27877.2,2936.5,-14569.2,-21.24,-135.45,10.12
2/26/2019 0:21,-7.38,150.72,517.38,6.16,-29.16,31968.9,27916.5,27755.2,2996.7,-15578.1,-21.9,-135.33,10.13
2/26/2019 0:21,-8.33,150.74,517.7,6.31,-30.83,32359.3,27786.5,27618.1,3054.8,-16584.2,-22.57,-135.2,10.14
2/26/2019 0:22,-9.28,150.76,518.03,6.46,-32.47,32761.7,27641.3,27465.7,3110.8,-17586.6,-23.27,-135.07,10.15
2/26/2019 0:22,-10.23,150.78,518.36,6.61,-34.07,33174.8,27480.7,27297.9,3164.9,-18584.4,-23.99,-134.93,10.17
2/26/2019 0:22,-11.17,150.8,518.7,6.77,-35.64,33597.6,27304.9,27114.7,3217,-19576.6,-24.73,-134.8,10.18
2/26/2019 0:22,-12.12,150.82,519.04,6.92,-37.18,34028.8,27113.7,26916.1,3267.4,-20562.3,-25.48,-134.65,10.19
2/26/2019 0:23,-13.07,150.85,519.39,7.08,-38.68,34467.5,26907.5,26702.4,3316.1,-21540.5,-26.25,-134.51,10.21
2/26/2019 0:23,-14.02,150.87,519.75,7.24,-40.15,34912.4,26686.3,26473.5,3363.2,-22510.4,-27.04,-134.36,10.22
2/26/2019 0:23,-14.97,150.9,520.12,7.4,-41.58,35362.5,26450.3,26229.7,3408.7,-23471.1,-27.83,-134.2,10.24
2/26/2019 0:23,-15.92,150.92,520.48,7.57,-42.99,35816.8,26199.8,25971.3,3452.8,-24421.6,-28.64,-134.05,10.25
2/26/2019 0:24,-16.86,150.95,520.86,7.75,-44.36,36274.2,25935.1,25698.5,3495.6,-25361.1,-29.47,-133.88,10.27
2/26/2019 0:24,-17.81,150.98,521.24,7.92,-45.7,36733.8,25656.7,25411.7,3537,-26288.9,-30.3,-133.71,10.28
2/26/2019 0:24,-18.76,151,521.62,8.11,-47,37194.5,25364.8,25111.3,3577.1,-27204.1,-31.14,-133.54,10.3
2/26/2019 0:24,-19.7,151.03,522.01,8.3,-48.28,37655.6,25059.9,24797.6,3616.1,-28106,-31.99,-133.36,10.31
2/26/2019 0:25,-20.65,151.06,522.4,8.49,-49.52,38116.1,24742.5,24471.2,3653.9,-28993.9,-32.85,-133.18,10.33
2/26/2019 0:25,-21.6,151.09,522.8,8.7,-50.74,38575.3,24413.1,24132.5,3690.7,-29867.3,-33.71,-132.99,10.35
2/26/2019 0:25,-22.54,151.13,523.2,8.91,-51.92,39032.3,24072.1,23781.9,3726.4,-30725.5,-34.58,-132.79,10.36
2/26/2019 0:25,-23.49,151.16,523.6,9.12,-53.08,39486.5,23720.2,23420.1,3761.1,-31568,-35.46,-132.59,10.38
2/26/2019 0:26,-24.44,151.2,524.01,9.35,-54.21,39937.2,23357.8,23047.5,3794.8,-32394.3,-36.35,-132.38,10.4
2/26/2019 0:26,-25.38,151.23,524.42,9.59,-55.31,40383.7,22985.5,22664.6,3827.5,-33204.1,-37.24,-132.17,10.42
2/26/2019 0:26,-26.33,151.27,524.84,9.83,-56.38,40825.5,22603.8,22271.9,3859.3,-33996.9,-38.13,-131.95,10.44
2/26/2019 0:26,-27.27,151.31,525.25,10.09,-57.43,41262,22213.3,21870,3890.2,-34772.5,-39.03,-131.71,10.46
2/26/2019 0:27,-28.22,151.35,525.67,10.35,-58.45,41692.7,21814.4,21459.3,3920.1,-35530.5,-39.93,-131.47,10.48
2/26/2019 0:27,-29.16,151.4,526.09,10.63,-59.45,42117.2,21407.8,21040.4,3949.1,-36270.8,-40.84,-131.23,10.5
2/26/2019 0:27,-30.11,151.44,526.51,10.92,-60.42,42535.1,20993.8,20613.6,3977.2,-36993.1,-41.75,-130.97,10.52
2/26/2019 0:27,-31.05,151.49,526.93,11.22,-61.38,42945.8,20573,20179.5,4004.3,-37697.4,-42.67,-130.7,10.54
2/26/2019 0:28,-31.99,151.54,527.35,11.54,-62.31,43349.2,20145.8,19738.5,4030.4,-38383.6,-43.58,-130.42,10.56
2/26/2019 0:28,-32.94,151.59,527.77,11.87,-63.22,43744.8,19712.7,19291,4055.5,-39051.4,-44.5,-130.14,10.59
2/26/2019 0:28,-33.88,151.64,528.19,12.22,-64.1,44132.2,19274,18837.3,4079.6,-39701,-45.42,-129.83,10.61
2/26/2019 0:28,-34.82,151.7,528.62,12.58,-64.97,44511.4,18830.1,18377.7,4102.6,-40332.2,-46.35,-129.52,10.64
2/26/2019 0:29,-35.76,151.76,529.04,12.97,-65.82,44881.8,18381.3,17912.6,4124.6,-40945.1,-47.27,-129.2,10.66
2/26/2019 0:29,-36.71,151.82,529.46,13.37,-66.66,45243.3,17928.1,17442.3,4145.3,-41539.7,-48.2,-128.86,10.69
2/26/2019 0:29,-37.65,151.89,529.88,13.79,-67.47,45595.7,17470.6,16966.9,4164.9,-42115.8,-49.13,-128.5,10.72
2/26/2019 0:29,-38.59,151.96,530.29,14.24,-68.27,45938.6,17009.2,16486.8,4183.3,-42673.7,-50.06,-128.13,10.75
2/26/2019 0:30,-39.53,152.03,530.71,14.71,-69.05,46271.9,16544.1,16002,4200.4,-43213.2,-50.99,-127.74,10.78
2/26/2019 0:30,-40.47,152.11,531.12,15.2,-69.82,46595.2,16075.5,15512.8,4216.2,-43734.3,-51.92,-127.34,10.81
2/26/2019 0:30,-41.41,152.19,531.53,15.73,-70.57,46908.3,15603.7,15019.3,4230.6,-44237,-52.85,-126.91,10.84
2/26/2019 0:30,-42.35,152.27,531.94,16.29,-71.31,47211,15128.9,14521.5,4243.6,-44721.3,-53.78,-126.47,10.87
2/26/2019 0:31,-43.29,152.36,532.34,16.88,-72.04,47503,14651.2,14019.7,4255.1,-45187.1,-54.71,-126,10.91
2/26/2019 0:31,-44.23,152.45,532.74,17.52,-72.75,47784,14170.9,13513.8,4265.1,-45634.4,-55.64,-125.51,10.95
2/26/2019 0:31,-45.17,152.55,533.13,18.19,-73.45,48053.8,13688.2,13003.9,4273.7,-46063,-56.57,-124.99,10.98
2/26/2019 0:31,-46.1,152.65,533.52,18.92,-74.14,48312,13203.4,12490.2,4280.7,-46472.8,-57.49,-124.44,11.03
2/26/2019 0:32,-47.04,152.76,533.91,19.7,-74.82,48558.4,12716.7,11972.6,4286.1,-46863.6,-58.42,-123.86,11.07
2/26/2019 0:32,-47.98,152.88,534.29,20.54,-75.49,48792.6,12228.5,11451.3,4289.9,-47235.4,-59.34,-123.25,11.11
2/26/2019 0:32,-48.91,153,534.66,21.45,-76.14,49014.3,11739.1,10926.3,4292.2,-47587.8,-60.27,-122.6,11.16
2/26/2019 0:32,-49.85,153.13,535.03,22.43,-76.79,49223.2,11249,10397.6,4293,-47920.5,-61.19,-121.91,11.21
2/26/2019 0:33,-50.78,153.27,535.4,23.51,-77.43,49418.8,10758.7,9865.5,4292.2,-48233.5,-62.1,-121.18,11.26
2/26/2019 0:33,-51.72,153.41,535.75,24.69,-78.05,49601,10269,9329.9,4290,-48526.3,-63.01,-120.4,11.32
2/26/2019 0:33,-52.65,153.56,536.1,25.99,-78.67,49769.1,9780.5,8791.1,4286.5,-48798.7,-63.92,-119.57,11.38
2/26/2019 0:33,-53.59,153.73,536.44,27.43,-79.27,49923,9294.2,8249.2,4281.7,-49050.3,-64.83,-118.69,11.44
2/26/2019 0:34,-54.52,153.9,536.78,29.03,-79.86,50062.3,8811.4,7704.4,4275.7,-49280.7,-65.73,-117.74,11.51
2/26/2019 0:34,-55.45,154.08,537.1,30.81,-80.44,50186.4,8333.4,7157,4268.8,-49489.7,-66.62,-116.72,11.58
2/26/2019 0:34,-56.38,154.28,537.42,32.82,-81.01,50295.2,7862.1,6607.2,4261.1,-49676.9,-67.5,-115.62,11.66
2/26/2019 0:34,-57.31,154.49,537.73,35.08,-81.56,50388.1,7399.7,6055.4,4252.9,-49841.8,-68.38,-114.44,11.74
2/26/2019 0:35,-58.24,154.71,538.03,37.65,-82.09,50464.8,6948.9,5502,4244.4,-49984.1,-69.25,-113.16,11.83
2/26/2019 0:35,-59.17,154.95,538.32,40.57,-82.59,50525.1,6513,4947.3,4235.9,-50103.5,-70.11,-111.78,11.93
2/26/2019 0:35,-60.1,155.2,538.61,43.91,-83.08,50568.4,6096.2,4391.9,4227.8,-50199.6,-70.95,-110.28,12.03
2/26/2019 0:35,-61.03,155.48,538.88,47.73,-83.53,50594.6,5703.5,3836.3,4220.5,-50272.1,-71.78,-108.65,12.14
2/26/2019 0:36,-61.95,155.77,539.14,52.1,-83.94,50603.3,5341.1,3281,4214.5,-50320.7,-72.6,-106.87,12.27
2/26/2019 0:36,-62.88,156.09,539.39,57.07,-84.31,50594.3,5016.3,2726.8,4210.4,-50345,-73.4,-104.93,12.4
2/26/2019 0:36,-63.8,156.43,539.64,62.68,-84.62,50567.3,4737.2,2174.4,4208.6,-50344.9,-74.17,-102.79,12.55
2/26/2019 0:36,-64.73,156.79,539.87,68.9,-84.88,50522.1,4512.6,1624.5,4210,-50320.1,-74.93,-100.46,12.71
2/26/2019 0:37,-65.65,157.19,540.09,75.65,-85.05,50458.5,4351,1078,4215.4,-50270.6,-75.65,-97.89,12.88
2/26/2019 0:37,-66.57,157.62,540.3,82.77,-85.15,50376.4,4259.3,535.9,4225.5,-50196,-76.35,-95.06,13.08
2/26/2019 0:37,-67.48,158.09,540.49,90.01,-85.16,50275.7,4241.4,-0.7,4241.4,-50096.5,-77.01,-91.95,13.29
2/26/2019 0:37,-68.4,158.6,540.68,97.1,-85.09,50156.3,4297.2,-530.9,4264.3,-49971.9,-77.62,-88.53,13.52
2/26/2019 0:38,-69.31,159.16,540.85,103.78,-84.93,50018.3,4422.7,-1053.2,4295.5,-49822.4,-78.19,-84.79,13.77
2/26/2019 0:38,-70.22,159.78,541.01,109.86,-84.69,49861.6,4610.6,-1566.3,4336.4,-49648,-78.7,-80.7,14.05
2/26/2019 0:38,-71.13,160.45,541.16,115.24,-84.4,49686.3,4851.9,-2068.5,4388.8,-49448.8,-79.15,-76.27,14.35
2/26/2019 0:38,-72.03,161.2,541.3,119.87,-84.04,49492.5,5137,-2558.2,4454.7,-49225.2,-79.52,-71.5,14.67
2/26/2019 0:39,-72.93,162.03,541.43,123.77,-83.64,49280.5,5457,-3033.2,4536.4,-48977.4,-79.82,-66.44,15.01
2/26/2019 0:39,-73.83,162.96,541.54,126.98,-83.2,49050.3,5803.8,-3491.1,4636.4,-48705.7,-80.04,-61.14,15.37
2/26/2019 0:39,-74.72,164,541.64,129.55,-82.74,48802.2,6170.6,-3929,4758,-48410.6,-80.16,-55.68,15.74
2/26/2019 0:39,-75.61,165.17,541.72,131.52,-82.24,48536.6,6551.5,-4343.3,4904.9,-48092.4,-80.2,-50.15,16.11
2/26/2019 0:40,-76.48,166.5,541.79,132.95,-81.73,48253.7,6941.9,-4729.6,5081.5,-47751.8,-80.14,-44.67,16.48
2/26/2019 0:40,-77.35,168.02,541.85,133.84,-81.2,47953.9,7337.8,-5082.3,5292.8,-47389.2,-79.99,-39.32,16.84
2/26/2019 0:40,-78.21,169.77,541.9,134.21,-80.65,47637.6,7736,-5394.1,5545.3,-47005.3,-79.76,-34.19,17.19
2/26/2019 0:40,-79.06,171.79,541.93,134.05,-80.1,47305.2,8133.7,-5655.2,5846,-46600.7,-79.45,-29.36,17.52
2/26/2019 0:41,-79.88,174.16,541.94,133.33,-79.54,46957.1,8528.6,-5852.7,6203.5,-46176,-79.07,-24.86,17.82
2/26/2019 0:41,-80.69,176.94,541.95,132.01,-78.96,46593.8,8918.9,-5968.7,6627.4,-45732.2,-78.63,-20.71,18.1
2/26/2019 0:41,-81.47,-179.75,541.94,129.99,-78.39,46215.7,9303,-5978.7,7127.5,-45269.7,-78.14,-16.92,18.36
2/26/2019 0:41,-82.22,-175.78,541.91,127.17,-77.81,45823.5,9679.3,-5848.6,7712.6,-44789.6,-77.59,-13.47,18.59
2/26/2019 0:42,-82.92,-170.99,541.88,123.41,-77.22,45417.6,10046.8,-5532.3,8386.5,-44292.4,-77.01,-10.34,18.8
2/26/2019 0:42,-83.56,-165.2,541.83,118.53,-76.63,44998.5,10404.5,-4969.7,9140.8,-43779.2,-76.4,-7.52,19
2/26/2019 0:42,-84.12,-158.21,541.76,112.36,-76.04,44566.8,10751.3,-4090.5,9942.8,-43250.6,-75.75,-4.97,19.17
2/26/2019 0:42,-84.57,-149.92,541.68,104.79,-75.45,44123.1,11086.7,-2830,10719.4,-42707.5,-75.08,-2.67,19.33
2/26/2019 0:43,-84.89,-140.35,541.59,95.87,-74.85,43667.8,11409.8,-1166.4,11350,-42150.8,-74.4,-0.6,19.47
2/26/2019 0:43,-85.05,-129.85,541.48,85.94,-74.26,43201.5,11720.1,830.4,11690.6,-41581.4,-73.69,1.28,19.6
2/26/2019 0:43,-85.03,-119.04,541.36,75.63,-73.66,42724.8,12017.1,2981.7,11641.3,-41000,-72.97,2.98,19.72
2/26/2019 0:43,-84.84,-108.66,541.22,65.71,-73.07,42238.3,12300.3,5060.5,11211.1,-40407.6,-72.25,4.52,19.82
2/26/2019 0:44,-84.49,-99.31,541.07,56.74,-72.48,41742.5,12569.5,6892.9,10510.9,-39805.1,-71.51,5.92,19.92
2/26/2019 0:44,-84.02,-91.25,540.91,49.02,-71.88,41238,12824.1,8409.2,9682.1,-39193.3,-70.76,7.19,20.01
2/26/2019 0:44,-83.45,-84.49,540.73,42.56,-71.29,40725.4,13064,9622.6,8836,-38573.1,-70.01,8.35,20.09
2/26/2019 0:44,-82.79,-78.89,540.54,37.21,-70.7,40205.1,13289,10583.5,8036.5,-37945.4,-69.26,9.4,20.17
2/26/2019 0:45,-82.09,-74.27,540.33,32.79,-70.11,39677.9,13498.7,11347.6,7310.7,-37311.2,-68.51,10.37,20.23
2/26/2019 0:45,-81.33,-70.43,540.11,29.12,-69.52,39144.3,13693.1,11962,6664.1,-36671.2,-67.75,11.25,20.3
2/26/2019 0:45,-80.55,-67.22,539.88,26.05,-68.94,38604.9,13872,12462.9,6091.5,-36026.5,-66.99,12.05,20.36
2/26/2019 0:45,-79.73,-64.52,539.64,23.44,-68.36,38060.3,14035.2,12876.6,5584.1,-35378,-66.23,12.79,20.41
2/26/2019 0:46,-78.9,-62.22,539.38,21.22,-67.78,37511.2,14182.9,13221.7,5132.4,-34726.6,-65.47,13.47,20.46
2/26/2019 0:46,-78.05,-60.25,539.11,19.28,-67.21,36958.2,14314.9,13511.8,4727.2,-34073.3,-64.72,14.09,20.5
2/26/2019 0:46,-77.19,-58.55,538.82,17.59,-66.64,36401.9,14431.2,13756.6,4360.8,-33419.2,-63.96,14.66,20.55
2/26/2019 0:46,-76.32,-57.07,538.52,16.09,-66.08,35843.1,14532,13963,4026.6,-32765.1,-63.21,15.18,20.59
2/26/2019 0:47,-75.44,-55.77,538.22,14.74,-65.53,35282.4,14617.2,14136.2,3719,-32112.1,-62.46,15.66,20.62
2/26/2019 0:47,-74.55,-54.62,537.89,13.52,-64.98,34720.7,14687.1,14280.2,3433.4,-31461.3,-61.71,16.1,20.66
2/26/2019 0:47,-73.66,-53.6,537.56,12.4,-64.43,34158.5,14741.9,14397.9,3166.3,-30813.6,-60.97,16.51,20.69
2/26/2019 0:47,-72.76,-52.69,537.21,11.37,-63.9,33596.8,14781.8,14491.6,2914.4,-30170.2,-60.23,16.89,20.72
2/26/2019 0:48,-71.86,-51.88,536.86,10.41,-63.37,33036.3,14807.1,14563.4,2675.4,-29532.1,-59.5,17.23,20.74
2/26/2019 0:48,-70.95,-51.14,536.49,9.51,-62.85,32477.9,14818.3,14614.8,2447,-28900.4,-58.77,17.55,20.77
2/26/2019 0:48,-70.04,-50.48,536.11,8.65,-62.35,31922.3,14815.6,14647.2,2227.7,-28276,-58.04,17.84,20.79
