===== MAG =====,,,,,,,,,,,,,
Time (UTC), geodetic latitude (degrees), geodetic longitude (degrees), alt (km above WGS-84 ellipsoid), magnetic declination (degrees), inclination (degrees), total intensity (nT), horizontal (nT), north (nT), east (nT), vertical (nT), magnetic latitude (degrees), magnetic longitude (degrees), magnetic local time (hours)
2/26/2019 10:45,35.27,176.99,499.01,4.7,48.67,32350.1,21362.2,21290.4,1750.2,24293.7,33.68,-114.14,22.07
2/26/2019 10:45,36.22,177.05,499.16,4.56,49.66,32739.6,21190.9,21123.9,1683.5,24956.5,34.49,-114.18,22.08
2/26/2019 10:45,37.17,177.12,499.32,4.42,50.64,33136.7,21015.9,20953.5,1618.7,25619.7,35.31,-114.22,22.08
2/26/2019 10:45,38.12,177.19,499.49,4.28,51.59,33540.8,20836.6,20778.4,1556,26283.4,36.13,-114.26,22.08
2/26/2019 10:46,39.07,177.26,499.66,4.15,52.53,33951.2,20652.2,20598,1495.5,26947.6,36.96,-114.3,22.08
2/26/2019 10:46,40.02,177.34,499.84,4.03,53.46,34367.4,20462.1,20411.5,1437.2,27612,37.8,-114.33,22.08
2/26/2019 10:46,40.97,177.42,500.03,3.91,54.37,34788.7,20265.5,20218.4,1381.5,28276.5,38.65,-114.37,22.08
2/26/2019 10:46,41.92,177.5,500.22,3.8,55.27,35214.3,20061.7,20017.7,1328.2,28940.9,39.51,-114.41,22.09
2/26/2019 10:47,42.87,177.59,500.41,3.69,56.16,35643.5,19850.1,19808.9,1277.6,29604.7,40.37,-114.45,22.09
2/26/2019 10:47,43.81,177.68,500.62,3.59,57.03,36075.6,19629.8,19591.2,1229.7,30267.5,41.24,-114.49,22.09
2/26/2019 10:47,44.76,177.78,500.82,3.5,57.9,36509.6,19400.2,19364,1184.6,30928.7,42.11,-114.53,22.09
2/26/2019 10:47,45.71,177.88,501.03,3.42,58.76,36944.8,19160.6,19126.5,1142.3,31587.8,42.99,-114.57,22.09
2/26/2019 10:48,46.66,177.99,501.25,3.34,59.61,37380.2,18910.4,18878.2,1102.8,32244,43.88,-114.61,22.09
2/26/2019 10:48,47.6,178.1,501.47,3.28,60.45,37814.9,18649.1,18618.6,1066.2,32896.5,44.78,-114.66,22.1
2/26/2019 10:48,48.55,178.22,501.69,3.22,61.29,38248,18376,18346.9,1032.4,33544.5,45.68,-114.7,22.1
2/26/2019 10:48,49.49,178.35,501.91,3.17,62.11,38678.4,18090.7,18062.9,1001.4,34187,46.59,-114.75,22.1
2/26/2019 10:49,50.44,178.49,502.14,3.14,62.94,39105.3,17792.7,17766.1,973.2,34823.1,47.51,-114.8,22.1
2/26/2019 10:49,51.38,178.63,502.37,3.11,63.75,39527.6,17481.8,17456.1,947.7,35451.6,48.43,-114.86,22.1
2/26/2019 10:49,52.32,178.78,502.61,3.09,64.56,39944.2,17157.7,17132.8,924.7,36071.5,49.36,-114.92,22.1
2/26/2019 10:49,53.27,178.95,502.84,3.08,65.37,40354.3,16820.3,16795.9,904.4,36681.7,50.29,-114.98,22.1
2/26/2019 10:50,54.21,179.12,503.08,3.09,66.17,40756.7,16469.3,16445.5,886.4,37280.9,51.23,-115.04,22.1
2/26/2019 10:50,55.15,179.3,503.32,3.1,66.96,41150.5,16105,16081.4,870.7,37868.1,52.17,-115.11,22.1
2/26/2019 10:50,56.09,179.49,503.55,3.12,67.75,41534.8,15727.3,15703.9,857.3,38442,53.13,-115.19,22.1
2/26/2019 10:50,57.03,179.7,503.79,3.16,68.53,41908.5,15336.5,15313.2,845.9,39001.5,54.08,-115.27,22.1
2/26/2019 10:51,57.97,179.92,504.04,3.21,69.31,42270.9,14932.9,14909.5,836.4,39545.3,55.04,-115.35,22.1
2/26/2019 10:51,58.91,-179.84,504.28,3.27,70.09,42621,14517,14493.3,828.7,40072.5,56.01,-115.44,22.09
2/26/2019 10:51,59.85,-179.59,504.52,3.35,70.85,42958,14089.2,14065.1,822.6,40581.9,56.98,-115.54,22.09
2/26/2019 10:51,60.78,-179.32,504.76,3.44,71.62,43281.3,13650.1,13625.5,818,41072.5,57.95,-115.64,22.09
2/26/2019 10:52,61.72,-179.03,505,3.54,72.37,43590.1,13200.4,13175.2,814.8,41543.3,58.93,-115.75,22.09
2/26/2019 10:52,62.65,-178.71,505.24,3.66,73.12,43883.9,12740.9,12714.9,812.7,41993.6,59.91,-115.87,22.08
2/26/2019 10:52,63.59,-178.38,505.47,3.79,73.87,44162,12272.4,12245.5,811.7,42422.6,60.89,-115.99,22.08
2/26/2019 10:52,64.52,-178.01,505.71,3.95,74.6,44424.1,11795.8,11767.8,811.6,42829.5,61.88,-116.12,22.07
2/26/2019 10:53,65.45,-177.62,505.94,4.12,75.33,44669.8,11312,11282.8,812.3,43213.8,62.87,-116.26,22.07
2/26/2019 10:53,66.38,-177.19,506.18,4.31,76.05,44898.8,10822,10791.4,813.6,43575.1,63.86,-116.41,22.06
2/26/2019 10:53,67.3,-176.72,506.41,4.53,76.77,45111,10326.9,10294.7,815.4,43913,64.86,-116.57,22.06
2/26/2019 10:53,68.23,-176.21,506.64,4.77,77.47,45306.1,9827.7,9793.7,817.5,44227.3,65.85,-116.75,22.05
2/26/2019 10:54,69.15,-175.66,506.86,5.04,78.17,45484.2,9325.5,9289.4,819.8,44517.9,66.85,-116.93,22.04
2/26/2019 10:54,70.07,-175.04,507.08,5.35,78.86,45645.4,8821.2,8782.8,822,44784.9,67.85,-117.13,22.03
2/26/2019 10:54,70.99,-174.37,507.3,5.69,79.54,45789.7,8315.9,8275,824,45028.3,68.85,-117.35,22.02
2/26/2019 10:54,71.9,-173.63,507.52,6.07,80.21,45917.5,7810.6,7766.9,825.5,45248.4,69.85,-117.59,22.01
2/26/2019 10:55,72.81,-172.8,507.73,6.49,80.87,46029.1,7306.4,7259.5,826.3,45445.5,70.85,-117.84,22
2/26/2019 10:55,73.72,-171.87,507.94,6.97,81.52,46124.7,6804.1,6753.8,825.9,45620.1,71.85,-118.12,21.98
2/26/2019 10:55,74.62,-170.84,508.14,7.51,82.16,46204.9,6304.6,6250.6,824,45772.8,72.85,-118.42,21.97
2/26/2019 10:55,75.51,-169.67,508.34,8.11,82.79,46270.2,5808.9,5750.7,820,45904.1,73.84,-118.76,21.95
2/26/2019 10:56,76.4,-168.34,508.54,8.8,83.41,46321.1,5317.7,5255.1,813.1,46014.9,74.84,-119.14,21.93
2/26/2019 10:56,77.28,-166.83,508.73,9.56,84.02,46358.2,4831.7,4764.6,802.5,46105.7,75.84,-119.55,21.91
2/26/2019 10:56,78.15,-165.09,508.92,10.42,84.62,46382.1,4351.8,4280.1,786.9,46177.5,76.83,-120.03,21.88
2/26/2019 10:56,79,-163.06,509.1,11.37,85.2,46393.5,3878.6,3802.5,764.7,46231.1,77.83,-120.57,21.85
2/26/2019 10:57,79.84,-160.7,509.28,12.42,85.78,46393.1,3413,3333.2,733.8,46267.4,78.82,-121.19,21.81
2/26/2019 10:57,80.65,-157.91,509.45,13.52,86.35,46381.5,2955.8,2873.9,691.2,46287.3,79.81,-121.91,21.77
2/26/2019 10:57,81.44,-154.6,509.62,14.62,86.9,46359.5,2508.3,2427.1,633,46291.6,80.79,-122.78,21.71
2/26/2019 10:57,82.2,-150.62,509.78,15.51,87.44,46327.8,2072.4,1996.9,554.2,46281.4,81.77,-123.83,21.65
2/26/2019 10:58,82.9,-145.81,509.94,15.74,87.95,46287,1651.8,1589.9,448,46257.5,82.75,-125.14,21.56
2/26/2019 10:58,83.55,-139.98,510.09,14.15,88.45,46237.8,1254.5,1216.4,306.6,46220.7,83.72,-126.83,21.45
2/26/2019 10:58,84.11,-132.94,510.24,7.77,88.88,46180.8,901.3,893,121.8,46172,84.68,-129.1,21.31
2/26/2019 10:58,84.57,-124.56,510.38,-9.83,89.19,46116.6,652.9,643.3,-111.5,46112,85.63,-132.32,21.1
2/26/2019 10:59,84.89,-114.89,510.51,-38.14,89.21,46045.8,631.2,496.4,-389.8,46041.5,86.56,-137.23,20.77
2/26/2019 10:59,85.05,-104.28,510.64,-55.48,88.95,45969,844.1,478.3,-695.5,45961.2,87.45,-145.57,20.22
2/26/2019 10:59,85.03,-93.37,510.77,-59.09,88.55,45886.6,1163.5,597.7,-998.2,45871.8,88.23,-161.76,19.15
2/26/2019 10:59,84.83,-82.94,510.89,-56.53,88.1,45799.1,1519.1,837.7,-1267.3,45773.9,88.7,165.33,16.96
2/26/2019 11:00,84.47,-73.56,511,-51.93,87.63,45706.8,1887.4,1163.9,-1485.8,45667.8,88.53,124.54,14.24
2/26/2019 11:00,83.99,-65.51,511.1,-47.02,87.16,45610.1,2259.8,1540.6,-1653.2,45554.1,87.87,100.96,12.68
2/26/2019 11:00,83.4,-58.77,511.2,-42.49,86.68,45509.3,2632.6,1941.2,-1778.3,45433.1,87.03,89.49,11.91
2/26/2019 11:00,82.74,-53.2,511.3,-38.55,86.21,45404.6,3004.4,2349.7,-1872.2,45305.1,86.13,83.16,11.5
2/26/2019 11:01,82.02,-48.61,511.39,-35.18,85.73,45296.2,3374.4,2758.1,-1944.1,45170.3,85.2,79.22,11.24
2/26/2019 11:01,81.26,-44.8,511.47,-32.32,85.25,45184.3,3742.6,3162.7,-2001,45029,84.25,76.54,11.06
2/26/2019 11:01,80.46,-41.62,511.55,-29.89,84.77,45069,4108.8,3562.3,-2047.5,44881.3,83.3,74.59,10.94
2/26/2019 11:01,79.64,-38.94,511.62,-27.81,84.29,44950.2,4473.3,3956.8,-2086.7,44727.1,82.34,73.1,10.84
2/26/2019 11:02,78.8,-36.67,511.69,-26,83.81,44828.1,4836.2,4346.6,-2120.4,44566.4,81.37,71.93,10.77
2/26/2019 11:02,77.94,-34.72,511.75,-24.43,83.32,44702.5,5197.9,4732.5,-2149.8,44399.3,80.4,70.97,10.71
2/26/2019 11:02,77.08,-33.03,511.8,-23.04,82.84,44573.5,5558.6,5115,-2175.8,44225.6,79.43,70.18,10.66
2/26/2019 11:02,76.2,-31.57,511.85,-21.81,82.35,44441,5918.6,5495,-2198.9,44045.1,78.46,69.5,10.62
2/26/2019 11:03,75.31,-30.28,511.9,-20.7,81.85,44304.7,6278.2,5872.9,-2219.2,43857.6,77.48,68.92,10.59
2/26/2019 11:03,74.41,-29.14,511.94,-19.7,81.36,44164.7,6637.6,6249.3,-2237,43663,76.5,68.4,10.56
2/26/2019 11:03,73.51,-28.14,511.97,-18.78,80.85,44020.6,6997.1,6624.7,-2252.4,43460.9,75.52,67.95,10.53
2/26/2019 11:03,72.61,-27.24,512,-17.93,80.35,43872.4,7357,6999.5,-2265.4,43251.1,74.54,67.54,10.51
2/26/2019 11:04,71.7,-26.43,512.03,-17.15,79.83,43719.8,7717.4,7374.2,-2276,43033.3,73.55,67.17,10.49
2/26/2019 11:04,70.78,-25.7,512.05,-16.43,79.31,43562.7,8078.6,7748.9,-2284.3,42807.1,72.56,66.84,10.47
2/26/2019 11:04,69.87,-25.05,512.06,-15.74,78.79,43400.9,8440.6,8124,-2290.3,42572.2,71.57,66.53,10.45
2/26/2019 11:04,68.95,-24.45,512.07,-15.1,78.25,43234.1,8803.8,8499.6,-2294.1,42328.2,70.57,66.24,10.44
2/26/2019 11:05,68.03,-23.9,512.08,-14.5,77.71,43062.1,9168.1,8876,-2295.7,42074.8,69.57,65.97,10.42
2/26/2019 11:05,67.1,-23.41,512.08,-13.93,77.16,42884.8,9533.7,9253.3,-2295.2,41811.6,68.56,65.73,10.41
2/26/2019 11:05,66.18,-22.95,512.08,-13.39,76.59,42701.9,9900.7,9631.6,-2292.6,41538.3,67.56,65.49,10.4
2/26/2019 11:05,65.25,-22.53,512.07,-12.87,76.02,42513.3,10269,10010.9,-2288.1,41254.4,66.54,65.27,10.39
2/26/2019 11:06,64.32,-22.14,512.06,-12.38,75.44,42318.7,10638.8,10391.3,-2281.7,40959.6,65.53,65.06,10.38
2/26/2019 11:06,63.39,-21.78,512.05,-11.92,74.85,42118,11010.1,10772.8,-2273.7,40653.4,64.5,64.86,10.37
2/26/2019 11:06,62.46,-21.45,512.04,-11.47,74.24,41911,11382.8,11155.4,-2264.1,40335.7,63.48,64.68,10.36
2/26/2019 11:06,61.53,-21.14,512.02,-11.05,73.62,41697.6,11757,11539,-2253.1,40005.8,62.44,64.49,10.36
2/26/2019 11:07,60.59,-20.86,512,-10.64,72.99,41477.7,12132.5,11923.7,-2241,39663.6,61.41,64.32,10.35
2/26/2019 11:07,59.66,-20.59,511.97,-10.26,72.35,41251,12509.2,12309.3,-2227.7,39308.6,60.37,64.16,10.34
2/26/2019 11:07,58.72,-20.34,511.95,-9.89,71.69,41017.6,12887.2,12695.7,-2213.7,38940.5,59.32,64,10.34
2/26/2019 11:07,57.78,-20.11,511.92,-9.54,71.01,40777.2,13266.3,13082.7,-2199,38558.9,58.26,63.84,10.33
2/26/2019 11:08,56.85,-19.89,511.89,-9.21,70.32,40529.9,13646.3,13470.4,-2183.8,38163.4,57.2,63.69,10.32
2/26/2019 11:08,55.91,-19.69,511.86,-8.89,69.62,40275.4,14027.1,13858.5,-2168.4,37753.8,56.14,63.55,10.32
2/26/2019 11:08,54.97,-19.5,511.82,-8.59,68.89,40013.9,14408.5,14246.8,-2152.9,37329.7,55.06,63.41,10.31
2/26/2019 11:08,54.03,-19.32,511.79,-8.31,68.15,39745.2,14790.4,14635.2,-2137.6,36890.7,53.98,63.27,10.31
2/26/2019 11:09,53.09,-19.15,511.75,-8.04,67.39,39469.4,15172.6,15023.4,-2122.7,36436.6,52.9,63.14,10.3
2/26/2019 11:09,52.15,-18.99,511.72,-7.79,66.61,39186.3,15554.7,15411.2,-2108.3,35966.9,51.8,63.02,10.3
2/26/2019 11:09,51.21,-18.84,511.68,-7.55,65.81,38896.1,15936.6,15798.3,-2094.7,35481.5,50.7,62.89,10.3
2/26/2019 11:09,50.27,-18.7,511.64,-7.33,64.99,38598.8,16317.9,16184.6,-2082,34979.9,49.59,62.77,10.29
2/26/2019 11:10,49.33,-18.56,511.61,-7.12,64.15,38294.4,16698.4,16569.6,-2070.5,34461.9,48.48,62.65,10.29
2/26/2019 11:10,48.38,-18.44,511.57,-6.93,63.28,37982.9,17077.8,16953.1,-2060.2,33927.1,47.35,62.54,10.29
2/26/2019 11:10,47.44,-18.32,511.53,-6.75,62.39,37664.5,17455.6,17334.7,-2051.4,33375.4,46.22,62.43,10.28
2/26/2019 11:10,46.5,-18.2,511.5,-6.58,61.47,37339.3,17831.5,17714,-2044.2,32806.4,45.08,62.32,10.28
2/26/2019 11:11,45.55,-18.1,511.46,-6.43,60.53,37007.4,18205.2,18090.6,-2038.8,32219.9,43.94,62.22,10.28
2/26/2019 11:11,44.61,-18,511.43,-6.29,59.56,36669,18576,18464.2,-2035.2,31615.6,42.78,62.11,10.27
2/26/2019 11:11,43.67,-17.9,511.4,-6.16,58.57,36324.3,18943.6,18834.1,-2033.7,30993.4,41.62,62.01,10.27
2/26/2019 11:11,42.72,-17.81,511.37,-6.05,57.54,35973.4,19307.5,19200,-2034.3,30353,40.44,61.92,10.27
2/26/2019 11:12,41.78,-17.72,511.34,-5.95,56.48,35616.7,19667.1,19561.3,-2037.1,29694.3,39.26,61.82,10.27
2/26/2019 11:12,40.83,-17.64,511.32,-5.85,55.39,35254.3,20021.8,19917.4,-2042.2,29017.2,38.07,61.73,10.27
2/26/2019 11:12,39.89,-17.56,511.3,-5.77,54.27,34886.7,20371,20267.6,-2049.7,28321.4,36.87,61.64,10.26
2/26/2019 11:12,38.94,-17.49,511.28,-5.71,53.12,34514.2,20714.2,20611.5,-2059.7,27607.1,35.66,61.55,10.26
2/26/2019 11:13,37.99,-17.42,511.26,-5.65,51.93,34137.1,21050.5,20948.2,-2072.2,26874.1,34.44,61.46,10.26
2/26/2019 11:13,37.05,-17.35,511.25,-5.6,50.7,33755.9,21379.3,21277.2,-2087.2,26122.5,33.22,61.38,10.26
2/26/2019 11:13,36.1,-17.28,511.24,-5.57,49.44,33371,21699.8,21597.5,-2104.7,25352.3,31.98,61.29,10.26
2/26/2019 11:13,35.15,-17.22,511.23,-5.54,48.14,32983,22011.3,21908.5,-2124.8,24563.8,30.73,61.21,10.26
2/26/2019 11:14,34.21,-17.16,511.23,-5.52,46.8,32592.4,22312.9,22209.3,-2147.6,23757,29.48,61.13,10.26
2/26/2019 11:14,33.26,-17.11,511.23,-5.52,45.41,32199.8,22603.9,22499.2,-2172.9,22932.4,28.21,61.06,10.26
2/26/2019 11:14,32.31,-17.05,511.24,-5.52,43.99,31805.9,22883.2,22777.1,-2200.8,22090.1,26.93,60.98,10.26
2/26/2019 11:14,31.36,-17,511.25,-5.53,42.52,31411.3,23150.1,23042.4,-2231.2,21230.6,25.65,60.91,10.25
2/26/2019 11:15,30.42,-16.95,511.27,-5.55,41.01,31016.7,23403.7,23293.9,-2264.1,20354.5,24.35,60.83,10.25
2/26/2019 11:15,29.47,-16.91,511.29,-5.58,39.46,30623,23643,23531,-2299.4,19462.2,23.03,60.76,10.25
2/26/2019 11:15,28.52,-16.86,511.32,-5.62,37.86,30231,23867.2,23752.5,-2337.2,18554.5,21.71,60.69,10.25
2/26/2019 11:15,27.57,-16.82,511.35,-5.67,36.22,29841.4,24075.2,23957.6,-2377.3,17632.1,20.37,60.62,10.25
2/26/2019 11:16,26.62,-16.78,511.39,-5.72,34.53,29455.2,24266.3,24145.3,-2419.7,16696,19.01,60.55,10.25
2/26/2019 11:16,25.67,-16.74,511.43,-5.79,32.79,29073.2,24439.4,24314.9,-2464.2,15746.9,17.63,60.47,10.25
2/26/2019 11:16,24.72,-16.7,511.48,-5.86,31.01,28696.4,24593.8,24465.3,-2510.8,14786.1,16.23,60.4,10.25
2/26/2019 11:16,23.77,-16.67,511.54,-5.94,29.19,28325.7,24728.6,24595.8,-2559.4,13814.6,    nan,      nan,   nan
2/26/2019 11:17,22.82,-16.63,511.61,-6.03,27.32,27962,24842.9,24705.4,-2609.9,12833.6,    nan,      nan,   nan
2/26/2019 11:17,21.88,-16.6,511.68,-6.13,25.41,27606.2,24936.1,24793.5,-2662.2,11844.7,    nan,      nan,   nan
2/26/2019 11:17,20.93,-16.57,511.75,-6.24,23.45,27259.3,25007.3,24859.4,-2716.2,10849.1,    nan,      nan,   nan
2/26/2019 11:17,19.98,-16.54,511.84,-6.35,21.46,26922,25056,24902.3,-2771.6,9848.3,    nan,      nan,   nan
2/26/2019 11:18,19.03,-16.51,511.93,-6.48,19.42,26595.3,25081.7,24921.7,-2828.5,8844.1,    nan,      nan,   nan
2/26/2019 11:18,18.08,-16.48,512.03,-6.61,17.35,26279.8,25083.7,24917.1,-2886.7,7838.1,    nan,      nan,   nan
2/26/2019 11:18,17.13,-16.45,512.13,-6.75,15.25,25976.4,25061.8,24888.1,-2946,6832.1,    nan,      nan,   nan
2/26/2019 11:18,16.18,-16.42,512.25,-6.9,13.11,25685.5,25015.6,24834.3,-3006.2,5827.8,    nan,      nan,   nan
2/26/2019 11:19,15.23,-16.4,512.37,-7.06,10.95,25407.7,24945,24755.7,-3067.3,4827.1,    nan,      nan,   nan
2/26/2019 11:19,14.28,-16.37,512.5,-7.23,8.77,25143.5,24849.8,24652,-3129.1,3832,    nan,      nan,   nan
2/26/2019 11:19,13.33,-16.35,512.63,-7.41,6.56,24893.2,24730.2,24523.4,-3191.3,2844.3,    nan,      nan,   nan
2/26/2019 11:19,12.38,-16.33,512.78,-7.61,4.34,24656.9,24586.2,24369.9,-3253.9,1866.2,    nan,      nan,   nan
2/26/2019 11:20,11.43,-16.3,512.93,-7.81,2.11,24434.7,24418.1,24191.8,-3316.6,899.3,    nan,      nan,   nan
2/26/2019 11:20,10.47,-16.28,513.09,-8.02,-0.13,24226.5,24226.5,23989.6,-3379.3,-54.1,    nan,      nan,   nan
2/26/2019 11:20,9.52,-16.26,513.26,-8.24,-2.37,24032.3,24011.8,23763.8,-3441.8,-992.3,    nan,      nan,   nan
2/26/2019 11:20,8.57,-16.24,513.43,-8.48,-4.6,23851.5,23774.6,23515,-3503.9,-1913.4,    nan,      nan,   nan
2/26/2019 11:21,7.62,-16.22,513.62,-8.72,-6.83,23683.9,23515.9,23244,-3565.4,-2815.5,    nan,      nan,   nan
2/26/2019 11:21,6.67,-16.2,513.81,-8.98,-9.04,23528.8,23236.5,22951.8,-3626.2,-3697,    nan,      nan,   nan
2/26/2019 11:21,5.72,-16.18,514.01,-9.25,-11.23,23385.6,22937.5,22639.4,-3685.9,-4556,    nan,      nan,   nan
2/26/2019 11:21,4.77,-16.16,514.22,-9.53,-13.41,23253.5,22620,22307.9,-3744.4,-5391.1,    nan,      nan,   nan
2/26/2019 11:22,3.82,-16.14,514.44,-9.82,-15.55,23131.9,22285.3,21958.6,-3801.6,-6200.9,    nan,      nan,   nan
2/26/2019 11:22,2.87,-16.12,514.66,-10.13,-17.66,23019.6,21934.7,21592.9,-3857.2,-6983.9,    nan,      nan,   nan
2/26/2019 11:22,1.92,-16.1,514.9,-10.45,-19.74,22916,21569.6,21212.1,-3910.9,-7738.9,    nan,      nan,   nan
2/26/2019 11:22,0.97,-16.08,515.14,-10.78,-21.77,22819.9,21191.7,20817.9,-3962.6,-8465,    nan,      nan,   nan
2/26/2019 11:23,0.02,-16.06,515.39,-11.12,-23.77,22730.4,20802.4,20411.8,-4012.2,-9161.3,    nan,      nan,   nan
2/26/2019 11:23,-0.93,-16.04,515.64,-11.48,-25.72,22646.6,20403.4,19995.5,-4059.3,-9826.9,    nan,      nan,   nan
2/26/2019 11:23,-1.88,-16.02,515.91,-11.84,-27.62,22567.5,19996.3,19570.7,-4103.8,-10461.4,    nan,      nan,   nan
2/26/2019 11:23,-2.83,-16,516.18,-12.22,-29.47,22492.3,19582.8,19139,-4145.5,-11064.2,    nan,      nan,   nan
2/26/2019 11:24,-3.78,-15.98,516.46,-12.61,-31.26,22420.1,19164.5,18702.2,-4184.2,-11635.2,    nan,      nan,   nan
2/26/2019 11:24,-4.73,-15.96,516.75,-13.01,-33.01,22350,18743.2,18262,-4219.8,-12174.4,    nan,      nan,   nan
2/26/2019 11:24,-5.68,-15.94,517.04,-13.42,-34.69,22281.4,18320.4,17820.1,-4252.1,-12681.7,-16.55,56.67,10.14
2/26/2019 11:24,-6.63,-15.92,517.34,-13.84,-36.32,22213.7,17897.7,17378.2,-4280.9,-13157.4,-17.62,56.46,10.13
2/26/2019 11:25,-7.58,-15.9,517.65,-14.26,-37.89,22146.2,17476.8,16938,-4306.1,-13602,-18.67,56.25,10.12
2/26/2019 11:25,-8.53,-15.88,517.97,-14.7,-39.41,22078.4,17059,16500.9,-4327.7,-14016,-19.68,56.03,10.11
2/26/2019 11:25,-9.47,-15.86,518.29,-15.13,-40.86,22010.1,16645.7,16068.5,-4345.4,-14400.1,-20.67,55.8,10.1
2/26/2019 11:25,-10.42,-15.84,518.62,-15.57,-42.26,21940.8,16238.4,15642.3,-4359.2,-14755.2,-21.63,55.57,10.09
2/26/2019 11:26,-11.37,-15.81,518.96,-16.01,-43.6,21870.4,15838.1,15223.6,-4369,-15082.1,-22.56,55.34,10.08
2/26/2019 11:26,-12.32,-15.79,519.3,-16.45,-44.88,21798.7,15446.1,14813.6,-4374.9,-15381.9,-23.48,55.1,10.07
2/26/2019 11:26,-13.27,-15.77,519.65,-16.89,-46.1,21725.7,15063.4,14413.5,-4376.8,-15655.7,-24.37,54.85,10.05
2/26/2019 11:26,-14.22,-15.74,520,-17.32,-47.27,21651.4,14690.9,14024.5,-4374.6,-15904.7,-25.24,54.61,10.04
2/26/2019 11:27,-15.17,-15.72,520.36,-17.75,-48.38,21575.9,14329.4,13647.3,-4368.5,-16130.3,-26.09,54.36,10.03
2/26/2019 11:27,-16.11,-15.69,520.73,-18.17,-49.44,21499.3,13979.7,13282.9,-4358.4,-16333.7,-26.92,54.1,10.02
2/26/2019 11:27,-17.06,-15.67,521.1,-18.57,-50.44,21421.9,13642.3,12932,-4344.5,-16516.2,-27.73,53.85,10
2/26/2019 11:27,-18.01,-15.64,521.47,-18.96,-51.39,21343.9,13317.8,12595.4,-4326.8,-16679.3,-28.53,53.59,9.99
2/26/2019 11:28,-18.96,-15.61,521.85,-19.33,-52.29,21265.7,13006.7,12273.4,-4305.6,-16824.2,-29.31,53.34,9.98
2/26/2019 11:28,-19.9,-15.58,522.24,-19.68,-53.14,21187.5,12709.2,11966.5,-4280.8,-16952.5,-30.07,53.08,9.97
2/26/2019 11:28,-20.85,-15.55,522.63,-20.01,-53.94,21109.9,12425.6,11675.2,-4252.8,-17065.5,-30.82,52.83,9.95
2/26/2019 11:28,-21.8,-15.52,523.02,-20.32,-54.69,21033.1,12156.2,11399.6,-4221.6,-17164.5,-31.55,52.57,9.94
2/26/2019 11:29,-22.74,-15.49,523.42,-20.6,-55.4,20957.7,11901.1,11140.1,-4187.5,-17250.8,-32.27,52.32,9.93
2/26/2019 11:29,-23.69,-15.45,523.82,-20.85,-56.06,20884.1,11660.4,10896.6,-4150.8,-17325.7,-32.98,52.07,9.92
2/26/2019 11:29,-24.63,-15.42,524.22,-21.08,-56.68,20812.8,11434.2,10669.3,-4111.7,-17390.6,-33.67,51.82,9.9
2/26/2019 11:29,-25.58,-15.38,524.63,-21.27,-57.25,20744.2,11222.4,10458.2,-4070.4,-17446.5,-34.35,51.57,9.89
2/26/2019 11:30,-26.52,-15.34,525.03,-21.42,-57.78,20679,11025.1,10263.3,-4027.2,-17494.7,-35.02,51.33,9.88
2/26/2019 11:30,-27.47,-15.3,525.44,-21.55,-58.27,20617.4,10842.3,10084.4,-3982.4,-17536.3,-35.68,51.09,9.87
2/26/2019 11:30,-28.41,-15.26,525.86,-21.64,-58.72,20560.2,10673.9,9921.6,-3936.4,-17572.4,-36.32,50.85,9.86
2/26/2019 11:30,-29.36,-15.22,526.27,-21.7,-59.14,20507.9,10519.9,9774.6,-3889.3,-17604.1,-36.96,50.62,9.84
2/26/2019 11:31,-30.3,-15.17,526.69,-21.72,-59.51,20460.9,10380.3,9643.3,-3841.5,-17632.3,-37.59,50.39,9.83
2/26/2019 11:31,-31.25,-15.12,527.1,-21.71,-59.85,20419.8,10255,9527.6,-3793.2,-17658,-38.21,50.16,9.82
2/26/2019 11:31,-32.19,-15.07,527.52,-21.66,-60.16,20385.2,10143.9,9427.4,-3744.9,-17682.2,-38.82,49.94,9.81
2/26/2019 11:31,-33.13,-15.02,527.94,-21.59,-60.43,20357.8,10047.1,9342.3,-3696.7,-17705.8,-39.43,49.73,9.8
2/26/2019 11:32,-34.08,-14.96,528.35,-21.48,-60.66,20338,9964.5,9272.3,-3649,-17729.7,-40.02,49.52,9.79
2/26/2019 11:32,-35.02,-14.91,528.77,-21.35,-60.87,20326.5,9896,9217.1,-3602,-17754.9,-40.61,49.31,9.78
2/26/2019 11:32,-35.96,-14.85,529.19,-21.18,-61.04,20324,9841.5,9176.6,-3556,-17782.3,-41.19,49.11,9.77
2/26/2019 11:32,-36.9,-14.78,529.6,-20.99,-61.18,20331.1,9801.1,9150.6,-3511.3,-17812.6,-41.77,48.92,9.77
2/26/2019 11:33,-37.84,-14.72,530.01,-20.78,-61.29,20348.4,9774.7,9138.8,-3468.1,-17846.9,-42.34,48.73,9.76
2/26/2019 11:33,-38.78,-14.65,530.42,-20.55,-61.37,20376.7,9762.1,9140.9,-3426.6,-17886,-42.91,48.54,9.75
2/26/2019 11:33,-39.72,-14.57,530.83,-20.3,-61.43,20416.6,9763.2,9156.9,-3387.1,-17930.9,-43.47,48.36,9.74
2/26/2019 11:33,-40.66,-14.5,531.24,-20.03,-61.46,20468.8,9777.9,9186.2,-3349.7,-17982.4,-44.03,48.18,9.73
2/26/2019 11:34,-41.6,-14.42,531.64,-19.76,-61.47,20534.1,9806,9228.8,-3314.6,-18041.5,-44.58,48.01,9.73
