STF1_SCID,STF1_FIFO,CCSDS_PKT_VER,CCSDS_PKT_TYP,CCSDS_SEC_FLG,CCSDS_APID,CCSDS_SEQ_FLAGS,CCSDS_SEQ_COUNT,CCSDS_LENGTH,CCSDS_SECONDS,CCSDS_SUBSECS,CMD_COUNT,CMD_ERROR_COUNT,TEMP_0,TEMP_1,MAG_0,MAG_1,MAG_2,GYRO_0,GYRO_1,GYRO_2,GYRO_TEMP,
35, 41, 000, 0, 1, 0078, 11, 004310, 000039, 0001044094, 039660, 0000, 0000, 000048, 000055,    -323.85,     266.15,     -42.31,     -12.38,      12.49,       2.70,       6.55, 
35, 41, 000, 0, 1, 0078, 11, 004311, 000039, 1074785930, 039628, 0000, 0000, 000049, 000056,      23.08,     328.46,     343.85,     -12.38,      12.50,       2.76,       6.60, 
35, 41, 000, 0, 1, 0078, 11, 004312, 000039, 0001044114, 039867, 0000, 0000, 000049, 000056,     100.00, 22534302.00,    -137.69,     -12.57,      12.59,       2.86,       6.64, 
35, 41, 000, 0, 1, 0078, 11, 004319, 000039, 0001044184, 039873, 0000, 0000, 000053, 000063,     -80.00,     351.54,     342.31,     -12.45,      12.49,       2.73,       6.95, 
35, 41, 000, 0, 1, 0078, 11, 004320, 000039, 0001044194, 039808, 0000, 0000, 000053, 000060,     155.38,     402.31,     -72.31,     -12.29,    3201.76,       2.84,     111.87, 
35, 41, 000, 0, 1, 0078, 11, 004322, 000039, 0001044214, 039674, 0000, 0000, 000054, 000053,      99.23,     460.92,     293.08,      -3.02,      12.53, 49791001433789693952.00,       7.10, 
35, 41, 000, 0, 1, 0078, 11, 004337, 000039, 0001044364, 039532, 0000, 0000, 000061, 000076,    -240.00,     416.15,     -77.69,     -12.49,      12.43,       2.83,       7.78, 
35, 40, 000, 0, 1, 0078, 11, 004375, 000039, 0143651080, 039809, 0000, 0000, 000335, 000085,    -137.69,     494.62,    -146.92,     -12.62,      12.36,       2.64, 175797466096639934464.00, 
35, 41, 000, 0, 1, 0078, 11, 004376, 000039, 0001044754, 039532, 0000, 0000, 000079, 000086,    -241.54,     466.92,     270.77,     -12.71,      12.32,       2.76,       9.55, 
35, 41, 000, 0, 1, 0078, 11, 004442, 000039, 0001044774, 039628, 0000, 0000, -032688, 000087,    -277.69,     463.08,     -76.15,     -13.30,      12.38,       2.23,       9.64, 
35, 41, 000, 0, 1, 0078, 11, 004379, 000039, 0001044784, 039767, 0000, 0000, 000081, 000087,     -83.08,     484.62,     327.69,     -12.50,      12.36,       2.62,       9.69, 
35, 41, 000, 0, 1, 0078, 11, 004380, 000039, 0001044794, 039660, 0000, 0000, 000081, 000089,     115.38,       0.00,     -83.85,    -203.88,      12.30,       2.73,       9.72, 
