STF1_SCID,STF1_FIFO,CCSDS_PKT_VER,CCSDS_PKT_TYP,CCSDS_SEC_FLG,CCSDS_APID,CCSDS_SEQ_FLAGS,CCSDS_SEQ_COUNT,CCSDS_LENGTH,CCSDS_SECONDS,CCSDS_SUBSECS,CMD_COUNT,CMD_ERROR_COUNT,TEMP_0,TEMP_1,MAG_0,MAG_1,MAG_2,GYRO_0,GYRO_1,GYRO_2,GYRO_TEMP,
35, 41, 000, 0, 1, 0078, 11, 001571, 000039, 0003801980, 040395, 0000, 0000, 000019, 000025,    -167.69,     463.08,     316.92,     -12.35,      13.69,       2.80,       3.52, 
35, 41, 000, 0, 1, 0078, 11, 001572, 000039, 0003801990, 040644, 0000, 0000, 000020, 000026,     184.62,     523.85,      44.62,     -12.39,      13.71,       2.69,       3.56, 
35, 41, 000, 0, 1, 0078, 11, 001573, 000039, 0003802000, 040644, 0000, 0000, 000020, 000026,    -263.85,     460.00,     -90.00,     -12.71,      13.65,       2.67,       3.73, 
35, 41, 000, 0, 1, 0078, 11, 005670, 000039, 0003802010, 040507, 0004, 0000, 000021, 000027,    -180.62,     480.77,     303.08, -834503.69,      13.64,       2.79,       3.64, 
35, 41, 000, 0, 1, 0078, 11, 001590, 000039, 0003802170, 040507, 0000, 0000, 000027, 000033,      45.38,     591.54,       0.00,       0.00,       0.00,       0.00,       0.00, 
35, 41, 000, 0, 1, 0078, 11, 001591, 000039, 0003802180, 040525, 0000, 0000, 000027, 000033,    -203.08,     553.08,     -24.62,     -13.09,      13.56,       2.80,       4.29, 
35, 41, 000, 0, 1, 0078, 11, 001592, 000039, 0001737806, 040393, 0000, 0000, 000028, 000033,    -166.15,       0.00,     204.62,     -12.90,      13.60,       2.72,       2.22, 
35, 41, 000, 0, 1, 0078, 11, 001595, 000039, 0003802220, 040395, 0000, 0000, 000029, 000034,    -183.08,    2227.69,     182.31, -57197400064.00,      13.52,       2.80,       4.43, 
35, 41, 000, 0, 1, 0078, 11, 001596, 000039, 0003802230, 040690, 0000, 0001, 002077, 000035,      16.15,     596.92,      99.23,     -13.06,      13.58,       2.73,       4.44, 
35, 41, 000, 0, 1, 0078, 11, 001597, 000039, 0003802240, 040609, 0000, 0000, 000029, 000035,    -157.69,     573.08,     -22.31,     -13.20,      13.54,       2.62,       4.49, 
35, 41, 000, 0, 1, 0078, 11, 001598, 000039, 0003802250, 040613, 0000, 0000, 000030, 000036,    -195.38,     560.77,     165.38,     -13.53,      13.48,       2.66,       4.54, 
35, 41, 000, 0, 1, 0078, 11, 001621, 000039, 0003802480, 040644, 0000, 0000, 000037, 000043,      -6.15, 2358928211968.00,     -81.54,     -13.82,      13.38,       2.77,       5.27, 
35, 41, 000, 0, 1, 0078, 11, 001622, 000039, 0003802490, 007876, 0000, 0000, 000038, 000043,    -336.92,     473.08,      88.46,     -13.85,      13.40,       2.64,       5.30, 
35, 41, 000, 0, 1, 0078, 11, 001623, 000039, 0003802500, 040507, 0000, 0000, 000038, 000044,      -6.92,     536.92,     270.77,     -14.13,      13.34,       2.61,       5.32, 
35, 41, 000, 0, 1, 0078, 11, 001635, 000039, 0003802620, 040507, 0000, 0000, 000041, 000047,      56.15,     475.38,     321.54,     -14.68,      13.21,       2.57,       5.72, 
35, 41, 000, 0, 1, 0078, 11, 001636, 000039, 0003802630, 040525, 0000, 0000, 000042, 000047,      26.15,     466.92,    -170.77,     -15.03,      13.13,       2.59,       5.69, 
35, 41, 000, 0, 1, 0078, 11, 001640, 000039, 0003802670, 040660, 0000, 0000, 000043, 000048,    -439.23,     297.69,     114.62,     -15.70,      12.96,       2.53,       5.81, 
35, 41, 000, 0, 1, 0078, 11, 001653, 000039, 0003802800, 040395, 0000, 0000, 000045, 000051,     121.38, 1509846286336.00,     370.77,     -17.55,      12.42,       2.51,       6.08, 
35, 41, 000, 0, 1, 0078, 11, 001659, 000039, 0003802860, 040395, 0000, 0000, 000046, 000052,     121.54,     289.23, 7052332460537395806208.00,     -18.18,      12.64,      -2.53,       6.15, 
35, 41, 000, 0, 1, 0078, 11, 001659, 000160, 0003802863, 041779, 0115, 0010, 000000, 000000, -491181454450664230879232.00, -134217744.00, -29548140733814806134751666479562752.00,      -0.00, -1827688811116909382300085082061275136.00,       0.00,       0.00, 
35, 41, 000, 0, 1, 0078, 11, 001668, 000039, 0003802950, 040507, 0000, 0000, 000047, 000053,     119.23,     193.08,     396.92,     -18.50,      12.09,       2.49,       6.24, 
35, 41, 000, 0, 1, 0078, 11, 001669, 000039, 0003802960, 040525, 0000, 0000, 000047, 000053,     169.23,     210.77,     186.92,     -18.70,      12.01,       2.55,       6.24, 
35, 41, 000, 0, 1, 0078, 11, 001671, 000039, 0003802980, 040394, 0000, 0000, 000047, 000053,     109.23,     156.92,     396.15,     -18.41,      12.14,       2.58,       6.25, 
35, 41, 000, 0, 1, 0078, 11, 001672, 000039, 0003802990, 040395, 0000, 0000, 000047, 000053,     191.54,     189.23,    -178.46,     -18.44,      12.13, 44342941057024.00,      -0.00, 
35, 41, 000, 0, 1, 0078, 11, 001674, 000039, 0003803010, 040644, 0000, 0000, 000048, 000053,     106.15,     114.46,     395.39, -1231950.75,      11.96,       2.55,       6.24, 
35, 41, 000, 0, 1, 0078, 11, 001675, 000039, 0003803020, 040394, 0000, 0000, 000032, 000053,     210.00,     162.06,    -159.23,     -18.70,      12.03,       2.62,       6.24, 
35, 41, 000, 0, 1, 0078, 11, 001676, 000039, 0003803026, 040588, 0000, 0001, 000047, 000053,    -327.69,     -76.15,      22.31,     -18.55,      12.08,       2.10,      -6.24, 
35, 45, 000, 0, 1, 0078, 11, 001165, 000039, 0003803040, 040455, 0001, 0000, 000007, 000000,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00, 
35, 41, 000, 0, 1, 0078, 11, 001678, 000551, 0003803066, 040525, 0000, 0000, 000047, 000053,     232.31,     136.92,    -137.69,     -18.76,      12.03,       2.50,       6.23, 
35, 41, 000, 0, 1, 0078, 11, 001679, 000039, 0003803060, 040507, 0000, 0000, 000048, 000053,    -287.69,    -101.55,       7.69,     -18.92,       9.92,       3.54,       6.23, 
35, 41, 000, 0, 1, 0078, 11, 001679, 000160, 0003803063, 036253, 0115, 0010, 001024, 000000, -512376763391356505686016.00, 9437185.00,       0.00,       0.00, 249232824124953439760435613980950528.00,       0.00,       0.00, 
35, 41, 000, 0, 1, 0078, 11, 001680, 000039, 0003803070, 040395, 0000, 0000, 000047, 000053,      90.77,      47.69,     377.69,     -18.85,      11.98,       2.61,       6.24, 
35, 41, 000, 0, 1, 0078, 11, 001681, 000039, 0003803080, 040644, 0000, 0000, 000043, 000053,     243.08,     113.08,    -111.54,     -18.68,      12.03,       2.60,       6.22, 
35, 41, 000, 0, 1, 0078, 11, 001710, 000039, 0003803370, 040395, 0000, 0000, 000043, 000048,      55.38,    -183.85,     157.57,     -18.98,      11.94,       2.49,       5.70, 
35, 41, 000, 0, 1, 0078, 11, 001733, 000039, 0003803600, 040747, 0000, 0000, 000034, 000039,     123.08,    -165.38,     224.62,     -19.15,      11.90,       2.53,       4.84, 
