TARGET,PACKET,STF1_SCID,STF1_FIFO,CCSDS_PKT_VER,CCSDS_PKT_TYP,CCSDS_SEC_FLG,CCSDS_APID,CCSDS_SEQ_FLAGS,CCSDS_SEQ_COUNT,CCSDS_LENGTH,CCSDS_SECONDS,CCSDS_SUBSECS,GEIGER_HEADER_EXP_STATUS,GEIGER_HEADER_EXP_NUMBER,GEIGER_HEADER_SYNC_CFE_ELAPSED_SECONDS,GEIGER_HEADER_SYNC_CFE_ELAPSED_SUBSECONDS,GEIGER_HEADER_SYNC_FIRMWARE_TIME,GEIGER_HEADER_COMMAND_TIME,GEIGER_HEADER_PAYLOAD_SIZE,GEIGER_DATA_START_TM,GEIGER_DATA_STOP_TM,GEIGER_DATA_0_COUNTS,GEIGER_DATA_0_OVERFLO,GEIGER_DATA_1_COUNTS,GEIGER_DATA_1_OVERFLO,Unnamed: 26,CCSDS_SECONDS_SUBSECS
STF1_TLM,SPW_GEIGER_TLM_T,53.0,16.0,0.0,0.0,1.0,65.0,3.0,160.0,43.0,2340781.0,42443.0,0.0,1.0,2340766.0,1408274432.0,920599.0,935809.0,18.0,920713.0,935818.0,1349.0,0.0,697.0,0.0,,2340781.0-42443.0
STF1_TLM,SPW_GEIGER_TLM_T,53.0,16.0,0.0,0.0,1.0,65.0,3.0,162.0,43.0,2340829.0,12753.0,0.0,1.0,2340813.0,3740065792.0,968148.0,983365.0,18.0,968261.0,983375.0,1258.0,0.0,667.0,0.0,,2340829.0-12753.0
STF1_TLM,SPW_GEIGER_TLM_T,53.0,16.0,0.0,0.0,1.0,65.0,3.0,163.0,43.0,2340852.0,59958.0,0.0,1.0,2340837.0,2565894144.0,991879.0,1007090.0,18.0,991984.0,1007099.0,1392.0,0.0,717.0,0.0,,2340852.0-59958.0
STF1_TLM,SPW_GEIGER_TLM_T,53.0,16.0,0.0,0.0,1.0,65.0,3.0,167.0,43.0,2340948.0,47182.0,0.0,1.0,2340933.0,1650487296.0,1087678.0,1102902.0,18.0,1087791.0,1102905.0,1346.0,0.0,701.0,0.0,,2340948.0-47182.0
STF1_TLM,SPW_GEIGER_TLM_T,53.0,16.0,0.0,0.0,1.0,65.0,3.0,168.0,43.0,2340972.0,35873.0,0.0,1.0,2340957.0,964009984.0,1111523.0,1126730.0,18.0,1111634.0,1126738.0,1445.0,0.0,741.0,0.0,,2340972.0-35873.0
STF1_TLM,SPW_GEIGER_TLM_T,53.0,16.0,0.0,0.0,1.0,65.0,3.0,171.0,43.0,2341044.0,5402.0,0.0,1.0,2341028.0,3285987328.0,1183068.0,1198277.0,18.0,1183176.0,1198280.0,1925.0,0.0,1335.0,0.0,,2341044.0-5402.0
STF1_TLM,SPW_GEIGER_TLM_T,53.0,16.0,0.0,0.0,1.0,65.0,3.0,173.0,43.0,2341091.0,48657.0,0.0,1.0,2341076.0,1818906624.0,1230727.0,1245938.0,18.0,1230834.0,1245948.0,1450.0,0.0,742.0,0.0,,2341091.0-48657.0
STF1_TLM,SPW_GEIGER_TLM_T,53.0,16.0,0.0,0.0,1.0,65.0,3.0,174.0,43.0,2341115.0,44669.0,0.0,1.0,2341100.0,1049718784.0,1254552.0,1269878.0,18.0,1254658.0,1269882.0,1373.0,0.0,707.0,0.0,,2341115.0-44669.0
STF1_TLM,SPW_GEIGER_TLM_T,53.0,16.0,0.0,0.0,1.0,65.0,3.0,175.0,43.0,2341139.0,64887.0,0.0,1.0,2341124.0,696946688.0,1278470.0,1294185.0,18.0,1278832.0,1294186.0,1288.0,0.0,664.0,0.0,,2341139.0-64887.0
STF1_TLM,SPW_GEIGER_TLM_T,53.0,16.0,0.0,0.0,1.0,65.0,3.0,178.0,43.0,2341211.0,20008.0,0.0,1.0,2341195.0,4231716864.0,1350302.0,1365509.0,18.0,1350414.0,1365518.0,917.0,0.0,438.0,0.0,,2341211.0-20008.0
STF1_TLM,SPW_GEIGER_TLM_T,53.0,16.0,0.0,0.0,1.0,65.0,3.0,181.0,43.0,2341283.0,10580.0,0.0,1.0,2341267.0,2624282624.0,1421927.0,1437369.0,18.0,1422035.0,1437370.0,731.0,0.0,371.0,0.0,,2341283.0-10580.0
STF1_TLM,SPW_GEIGER_TLM_T,53.0,16.0,0.0,0.0,1.0,65.0,3.0,184.0,43.0,2341355.0,7990.0,0.0,1.0,2341339.0,1577459712.0,1493691.0,1509316.0,18.0,1494018.0,1509321.0,518.0,0.0,250.0,0.0,,2341355.0-7990.0
Created /dev/stdout,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-nan
